moNo,crime,moBin
2,GRAND LARCENY - NOT AUTO 3RD|D,9
2,GRAND LARCENY - NOT AUTO 4TH|E,23
2,JO - MURDER 2ND|A1,1
2,JO - ROBBERY 1ST|B,1
2,KIDNAPPING 2ND|B,2
2,MANSLAUGHTER 1ST|B,8
2,MANSLAUGHTER 2ND|C,9
2,MURDER 1ST|A1,1
2,MURDER 2ND|A1,16
2,PROM PRISON CONTRABAND 1ST|D,1
2,RAPE 1ST|B,4
2,RAPE 2ND|D,4
2,RAPE 3RD|E,4
2,RECKLESS ENDANGERMENT 1ST|D,3
2,ROBBERY 1ST|B,30
2,ROBBERY 2ND|C,21
2,ROBBERY 3RD|D,15
2,SEXUAL ABUSE 1ST|D,10
2,SODOMY 1ST|B,5
2,SODOMY 2ND|D,2
2,SODOMY 3RD|E,4
2,TAMPER WITH PUBLIC REC 1ST|D,1
2,USE OF CHILD IN A SEXUAL PERF|C,1
3,AGG UNLIC OPER MV 1ST|E,2
3,AGGRAVATED CRIM CONTEMPT|D,1
3,AGGRAVATED SEXUAL ABUSE 2ND|C,1
3,AGGRAVATED SEXUAL ABUSE 3RD|D,1
3,ARSON 2ND|B,1
3,ARSON 3RD|C,1
3,ARSON 4TH|E,1
3,ASSAULT 1ST|B,7
3,ASSAULT 2ND|D,10
3,ATT ARSON 2ND|C,2
3,ATT ASSAULT 1ST|C,3
3,ATT ASSAULT 2ND|E,19
3,ATT BAIL JUMPING 1ST|E,1
3,ATT BURGLARY 1ST|C,1
3,ATT BURGLARY 2ND SUB 1|D,1
3,ATT BURGLARY 2ND|D,14
3,ATT BURGLARY 3RD|E,13
3,ATT CONSPIRACY 2ND|C,1
3,ATT CRIM POSS CONTR SUBSTANCE 2ND|A2,1
3,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,11
3,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,5
3,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,14
3,ATT CRIM POSS FORGED INST 2ND|E,4
3,ATT CRIM POSS MARIHUANA 2ND|E,1
3,ATT CRIM POSS STOLEN PROP 3RD|E,2
3,ATT CRIM POSS WEAP 2ND|D,3
3,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,2
3,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E,5
3,ATT CRIM SALE CONTR SUBS - SCHOOL|C,2
3,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,128
3,ATT CRIM SALE CONTR SUBSTANCE 4TH|D,1
3,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,34
3,ATT ENTERPRISE CORRUPTION|C,2
3,ATT FORGERY 2ND|E,3
3,ATT GRAND LARCENY - AUTO 2ND|D,1
3,ATT GRAND LARCENY - AUTO 3RD|E,1
3,ATT GRAND LARCENY - NOT AUTO 3RD|E,2
3,ATT KIDNAPPING 2ND|C,1
3,ATT MANSLAUGHTER 1ST|C,1
3,ATT MURDER 1ST|A1,1
3,ATT MURDER 2ND|B,8
3,ATT PROM PRISON CONTRABAND 1ST|E,1
3,ATT RAPE 1ST|C,1
3,ATT RAPE 2ND|E,1
3,ATT ROBBERY 1ST|C,7
3,ATT ROBBERY 2ND|D,16
3,ATT ROBBERY 3RD|E,5
3,ATT SEXUAL ABUSE 1ST|E,4
3,ATT SODOMY 1ST|C,3
3,AUTO STRIPPING 1ST|D,1
3,AUTO STRIPPING 2ND|E,6
3,BURGLARY 1ST|B,3
3,BURGLARY 2ND|C,21
3,BURGLARY 3RD|D,30
3,CONSPIRACY 2ND|B,12
3,CONSPIRACY 3RD|D,1
3,COURSE SEX CONDUCT-CHILD 2ND|D,1
3,CRIM CONTEMPT 1ST|E,14
3,CRIM FACILITATION 2ND|C,1
3,CRIM MISCHIEF 2ND|D,3
3,CRIM MISCHIEF 3RD|E,1
3,CRIM NEGLIGENT HOMICIDE|E,2
3,CRIM POSS CONTR SUBSTANCE 2ND|A2,21
3,CRIM POSS CONTR SUBSTANCE 3RD|B,43
3,CRIM POSS CONTR SUBSTANCE 4TH|C,16
3,CRIM POSS CONTR SUBSTANCE 5TH|D,32
3,CRIM POSS FORGED INST 1ST|C,1
3,CRIM POSS FORGED INST 2ND|D,6
3,CRIM POSS FORGERY DEVICES|D,2
3,CRIM POSS MARIHUANA 1ST|C,2
3,CRIM POSS MARIHUANA 2ND|D,1
3,CRIM POSS MARIHUANA 3RD|E,1
3,CRIM POSS STOLEN PROP 2ND|C,1
3,CRIM POSS STOLEN PROP 3RD|D,6
3,CRIM POSS STOLEN PROP 4TH|E,20
3,CRIM POSS WEAP 2ND|C,4
3,CRIM POSS WEAP 3RD SUB 1 2 3|D,7
3,CRIM POSS WEAP 3RD SUB 4-8 VFO|D,16
3,CRIM SALE CONTR SUBS - SCHOOL|B,12
3,CRIM SALE CONTR SUBSTANCE 2ND|A2,20
3,CRIM SALE CONTR SUBSTANCE 3RD|B,102
3,CRIM SALE CONTR SUBSTANCE 4TH|C,8
3,CRIM SALE CONTR SUBSTANCE 5TH|D,133
3,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E,23
3,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D,14
3,FORGERY 2ND|D,10
3,GRAND LARCENY - AUTO 3RD|D,2
3,GRAND LARCENY - AUTO 4TH|E,1
3,GRAND LARCENY - NOT AUTO 1ST|B,1
3,GRAND LARCENY - NOT AUTO 2ND|C,5
3,GRAND LARCENY - NOT AUTO 3RD|D,9
3,GRAND LARCENY - NOT AUTO 4TH|E,16
3,INCEST|E,1
3,JO - MURDER 2ND|A1,2
3,JO - ROBBERY 1ST|B,5
3,JO - ROBBERY 2ND|C,1
3,KIDNAPPING 1ST|A1,1
3,KIDNAPPING 2ND|B,4
3,MANSLAUGHTER 1ST|B,23
3,MANSLAUGHTER 2ND|C,4
3,MURDER 1ST|A1,3
3,MURDER 2ND|A1,20
3,OFFER FALSE INST FILING 1ST|E,1
3,RAPE 1ST|B,6
3,RAPE 2ND|D,3
3,RAPE 3RD|E,6
3,RECKLESS ENDANGERMENT 1ST|D,8
3,ROBBERY 1ST|B,36
3,ROBBERY 2ND SUB 2 3|C,1
3,ROBBERY 2ND|C,22
3,ROBBERY 3RD|D,17
3,SCHEME TO DEFRAUD 1ST|E,1
3,SEXUAL ABUSE 1ST|D,10
3,SODOMY 1ST|B,3
3,SODOMY 2ND|D,2
3,UNLAW IMPRISONMENT 1ST|E,1
3,VEHICULAR ASSAULT 1ST|D,1
3,VEHICULAR MANSLAUGHTER 1ST|C,1
3,VEHICULAR MANSLAUGHTER 2ND|D,2
4,AGG UNLIC OPER MV 1ST|E,5
4,ARSON 3RD|C,3
4,ARSON 4TH|E,1
4,ASSAULT 1ST|B,3
4,ASSAULT 1ST|C,1
4,ASSAULT 2ND|D,21
4,ATT AGGRAVATED ASSAULT/PEACE OFF.|C,1
4,ATT AGGRAVATED CRIM CONTEMPT|E,2
4,ATT ASSAULT 1ST|C,4
4,ATT ASSAULT 2ND|E,6
4,ATT BURGLARY 1ST|C,1
4,ATT BURGLARY 2ND|D,12
4,ATT BURGLARY 3RD|E,17
4,ATT CONSPIRACY 2ND|C,1
4,ATT CRIM MISCHIEF 2ND|E,1
4,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,13
4,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,5
4,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,13
4,ATT CRIM POSS FORGED INST 2ND|E,2
4,ATT CRIM POSS STOLEN PROP 3RD|E,1
4,ATT CRIM POSS WEAP 2ND|D,2
4,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,2
4,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E,5
4,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,83
4,ATT CRIM SALE CONTR SUBSTANCE 4TH|D,1
4,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,23
4,ATT FORGERY 2ND|E,2
4,ATT GRAND LARCENY - AUTO 3RD|E,2
4,ATT GRAND LARCENY - NOT AUTO 3RD|E,1
4,ATT HINDERING PROSECUTION 1ST|E,1
4,ATT MURDER 2ND|B,6
4,ATT RAPE 1ST|C,2
4,ATT ROBBERY 1ST|C,14
4,ATT ROBBERY 2ND|D,31
4,ATT ROBBERY 3RD|E,4
4,ATT SEXUAL ABUSE 1ST|E,2
4,ATT SODOMY 1ST|C,1
4,AUTO STRIPPING 2ND|E,3
4,BAIL JUMPING 2ND|E,3
4,BURGLARY 1ST|B,2
4,BURGLARY 2ND SUB 2|C,2
4,BURGLARY 2ND|C,18
4,BURGLARY 3RD|D,21
4,CONSPIRACY 2ND|B,2
4,CONSPIRACY 4TH|E,2
4,CRIM CONTEMPT 1ST|E,4
4,CRIM MISCHIEF 2ND|D,1
4,CRIM MISCHIEF 3RD|E,2
4,CRIM NEGLIGENT HOMICIDE|E,1
4,CRIM POSS CONTR SUBSTANCE 1ST|A1,3
4,CRIM POSS CONTR SUBSTANCE 2ND|A2,18
4,CRIM POSS CONTR SUBSTANCE 3RD|B,40
4,CRIM POSS CONTR SUBSTANCE 4TH|C,6
4,CRIM POSS CONTR SUBSTANCE 5TH|D,28
4,CRIM POSS FORGED INST 2ND|D,1
4,CRIM POSS STOLEN PROP 3RD|D,6
4,CRIM POSS STOLEN PROP 4TH|E,7
4,CRIM POSS WEAP 2ND|C,4
4,CRIM POSS WEAP 3RD SUB 1 2 3|D,7
4,CRIM POSS WEAP 3RD SUB 4-8 VFO|D,19
4,CRIM SALE CONTR SUBS - SCHOOL|B,8
4,CRIM SALE CONTR SUBSTANCE 2ND|A2,14
4,CRIM SALE CONTR SUBSTANCE 3RD|B,76
4,CRIM SALE CONTR SUBSTANCE 5TH|D,88
4,CRIM SALE MARIHUANA 1ST|C,1
4,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E,22
4,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D,8
4,FORGERY 2ND|D,3
4,GRAND LARCENY - AUTO 3RD|D,4
4,GRAND LARCENY - NOT AUTO 2ND|C,1
4,GRAND LARCENY - NOT AUTO 3RD|D,4
4,GRAND LARCENY - NOT AUTO 4TH|E,11
4,JO - ASSAULT 1ST|C,1
4,JO - BURGLARY 1ST|B,1
4,JO - MURDER 2ND|A1,1
4,KIDNAPPING 1ST|A1,1
4,KIDNAPPING 2ND|B,1
4,MANSLAUGHTER 1ST|B,15
4,MANSLAUGHTER 2ND|C,2
4,MURDER 1ST|A1,3
4,MURDER 2ND|A1,21
4,POSS A SEX PERF BY A CHILD|E,1
4,RAPE 1ST|B,6
4,RAPE 2ND|D,3
4,RAPE 3RD|E,3
4,RECKLESS ENDANGERMENT 1ST|D,3
4,ROBBERY 1ST|B,36
4,ROBBERY 2ND SUB 1|C,1
4,ROBBERY 2ND|C,9
4,ROBBERY 3RD|D,14
4,SCHEME TO DEFRAUD 1ST|E,1
4,SEXUAL ABUSE 1ST|D,10
4,SODOMY 1ST|B,5
4,SODOMY 2ND|D,1
4,SODOMY 3RD|E,1
4,UNAUTH USE OF MV 2ND|E,1
4,VEHICULAR ASSAULT 1ST|D,1
4,WELFARE FRAUD 4TH|E,1
5,AGG HAR:EMPLOYEE BY INMATE|E,1
5,AGG UNLIC OPER MV 1ST|E,3
5,AGGRAVATED CRIM CONTEMPT|D,1
5,AGGRAVATED SEXUAL ABUSE 1ST|B,1
5,AGGRAVATED SEXUAL ABUSE 3RD|D,1
5,ARSON 2ND|B,2
5,ARSON 3RD|C,3
5,ARSON 4TH|E,2
5,ASSAULT 1ST|B,9
5,ASSAULT 1ST|C,1
5,ASSAULT 2ND|D,24
5,ATT AGGRAVATED CRIM CONTEMPT|E,1
5,ATT ASLT:POLICE OFF/FIREMAN/EMT|D,1
5,ATT ASSAULT 1ST|C,13
5,ATT ASSAULT 2ND|E,10
5,ATT BURGLARY 1ST|C,1
5,ATT BURGLARY 2ND|D,14
5,ATT BURGLARY 3RD|E,10
5,ATT COERCION 1ST|E,1
5,ATT CONSPIRACY 2ND|C,1
5,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,12
5,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,4
5,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,21
5,ATT CRIM POSS FORGED INST 2ND|E,4
5,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,4
5,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E,7
5,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,98
5,ATT CRIM SALE CONTR SUBSTANCE 4TH|D,1
5,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,26
5,ATT ENTERPRISE CORRUPTION|C,1
5,ATT FORGERY 2ND|E,2
5,ATT GANG ASSAULT 2ND|D,2
5,ATT GRAND LARCENY - NOT AUTO 2ND|D,1
5,ATT GRAND LARCENY - NOT AUTO 3RD|E,1
5,ATT INSURANCE FRAUD 3RD|E,1
5,ATT MURDER 2ND|B,8
5,ATT RAPE 2ND|E,1
5,ATT RECKLESS ENDANGERMENT 1ST|E,1
5,ATT ROBBERY 1ST|C,16
5,ATT ROBBERY 2ND|D,29
5,ATT ROBBERY 3RD|E,13
5,ATT SEXUAL ABUSE 1ST|E,5
5,ATT SODOMY 1ST|C,1
5,AUTO STRIPPING 2ND|E,4
5,BAIL JUMPING 2ND|E,1
5,BURGLARY 1ST|B,8
5,BURGLARY 2ND SUB 2|C,1
5,BURGLARY 2ND|C,24
5,BURGLARY 3RD|D,26
5,CONSPIRACY 2ND|B,1
5,COURSE SEX CONDUCT-CHILD 2ND|D,2
5,CRIM CONTEMPT 1ST|E,8
5,CRIM IMPERSONATION 1ST|E,2
5,CRIM MISCHIEF 3RD|E,4
5,CRIM NEGLIGENT HOMICIDE|E,3
5,CRIM POSS CONTR SUBSTANCE 1ST|A1,5
5,CRIM POSS CONTR SUBSTANCE 2ND|A2,21
5,CRIM POSS CONTR SUBSTANCE 3RD|B,49
5,CRIM POSS CONTR SUBSTANCE 4TH|C,7
5,CRIM POSS CONTR SUBSTANCE 5TH|D,42
5,CRIM POSS FORGED INST 2ND|D,8
5,CRIM POSS MARIHUANA 1ST|C,1
5,CRIM POSS MARIHUANA 2ND|D,1
5,CRIM POSS MARIHUANA 3RD|E,2
5,CRIM POSS STOLEN PROP 3RD|D,9
5,CRIM POSS STOLEN PROP 4TH|E,9
5,CRIM POSS WEAP 2ND|C,12
5,CRIM POSS WEAP 3RD SUB 1 2 3|D,6
5,CRIM POSS WEAP 3RD SUB 4-8 VFO|D,16
5,CRIM SALE CONTR SUBS - SCHOOL|B,11
5,CRIM SALE CONTR SUBSTANCE 1ST|A1,1
5,CRIM SALE CONTR SUBSTANCE 2ND|A2,13
5,CRIM SALE CONTR SUBSTANCE 3RD|B,112
5,CRIM SALE CONTR SUBSTANCE 4TH|C,4
5,CRIM SALE CONTR SUBSTANCE 5TH|D,121
5,CRIM SALE FIREARM 2ND|D,1
5,CRIM SALE MARIHUANA 3RD|E,1
5,CRIM SALE OF FIREARM 3 PRE-06|D,1
5,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E,20
5,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D,15
5,ENTERPRISE CORRUPTION|B,2
5,FORGERY 2ND|D,4
5,GANG ASSAULT 1ST|B,1
5,GANG ASSAULT 2ND|C,1
5,GRAND LARCENY - AUTO 3RD|D,1
5,GRAND LARCENY - AUTO 4TH|E,2
5,GRAND LARCENY - NOT AUTO 2ND|C,4
5,GRAND LARCENY - NOT AUTO 3RD|D,5
5,GRAND LARCENY - NOT AUTO 4TH|E,17
5,JO - BURGLARY 1ST|B,1
5,JO - MANSLAUGHTER 1ST|B,1
5,JO - ROBBERY 1ST|B,1
5,KIDNAPPING 2ND|B,1
5,MANSLAUGHTER 1ST|B,16
5,MANSLAUGHTER 2ND|C,5
5,MURDER 1ST|A1,1
5,MURDER 2ND|A1,18
5,PROM PRISON CONTRABAND 1ST|D,1
5,PROM SEXUAL PERF BY A CHILD|D,1
5,RAPE 1ST|B,4
5,RAPE 2ND|D,3
5,RAPE 3RD|E,4
5,RECKLESS ENDANGERMENT 1ST|D,2
5,ROBBERY 1ST|B,33
5,ROBBERY 2ND|C,16
5,ROBBERY 3RD|D,14
5,SCHEME TO DEFRAUD 1ST|E,2
5,SEXUAL ABUSE 1ST|D,14
5,SODOMY 1ST|B,2
5,SODOMY 2ND|D,3
5,SODOMY 3RD|E,1
5,TAMPER WITH PHYS EVIDENCE|E,1
5,UNAUTH USE OF MV 2ND|E,2
5,VEHICULAR ASSAULT 1ST|D,1
5,VEHICULAR ASSAULT 2ND|E,1
5,VEHICULAR MANSLAUGHTER 2ND|D,1
6,AGG UNLIC OPER MV 1ST|E,1
6,ARSON 3RD|C,1
6,ARSON 4TH|E,2
6,ASSAULT 1ST|B,13
6,ASSAULT 1ST|C,1
6,ASSAULT 2ND|D,18
6,ATT ARSON 3RD|D,3
6,ATT ASSAULT 1ST|C,5
6,ATT ASSAULT 2ND|E,15
6,ATT BURGLARY 1ST|C,1
6,ATT BURGLARY 2ND|D,16
6,ATT BURGLARY 3RD|E,14
6,ATT CONSPIRACY 2ND|C,1
6,ATT COURSE SEX CONDUCT-CHILD 1ST|C,1
6,ATT CRIM POSS CONTR SUBSTANCE 1ST|A1,1
6,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,18
6,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,4
6,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,6
6,ATT CRIM POSS FORGED INST 1ST|D,1
6,ATT CRIM POSS FORGED INST 2ND|E,6
6,ATT CRIM POSS STOLEN PROP 3RD|E,3
6,ATT CRIM POSS WEAP 2ND|D,1
6,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,4
6,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E,2
6,ATT CRIM SALE CONTR SUBS - SCHOOL|C,1
6,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,81
6,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,17
6,ATT FORGERY 2ND|E,3
6,ATT GRAND LARCENY - AUTO 3RD|E,2
6,ATT GRAND LARCENY - NOT AUTO 2ND|D,3
6,ATT GRAND LARCENY - NOT AUTO 3RD|E,2
6,ATT KIDNAPPING 2ND|C,1
6,ATT MANSLAUGHTER 1ST|C,1
6,ATT MURDER 2ND|B,13
6,ATT RAPE 1ST|C,1
6,ATT RECKLESS ENDANGERMENT 1ST|E,1
6,ATT ROBBERY 1ST|C,16
6,ATT ROBBERY 2ND|D,26
6,ATT ROBBERY 3RD|E,9
6,ATT SEXUAL ABUSE 1ST|E,3
6,ATT SODOMY 1ST|C,1
6,AUTO STRIPPING 2ND|E,1
6,BAIL JUMPING 2ND|E,2
6,BRIBING A LABOR OFFICIAL|D,1
6,BURGLARY 1ST|B,7
6,BURGLARY 2ND|C,14
6,BURGLARY 3RD|D,21
6,CONSPIRACY 2ND|B,2
6,CONSPIRACY 3RD|D,4
6,CRIM CONTEMPT 1ST|E,9
6,CRIM FACILITATION 2ND|C,1
6,CRIM FACILITATION 3RD|E,1
6,CRIM IMPERSONATION 1ST|E,1
